AssessmentGroup,Campaign,Phase,Variant,MitreID,CapecId,Method,Status,Outcome,Outcome Path,Alert Severity,Alert Triggered,Activity Logged,Outcome Notes,Detection Recommendations,SourceIps,TargetAssets,ExpectedDetectionLayers,DetectingTools,Start Time,Start Time Epoch,Stop Time,Stop Time Epoch,Detection Time,Detection Time Epoch,Organizations,Tags,Objective,Command,References,Liklihood,Risk,Internal/External,Stealth,Attack Vector,Attack Complexity,Privileges Required,Attacker Tools
hack,New adversary,Discovery,Identify active user,T1033,,System Owner/User Discovery,Completed,Detected,,TBD,TBD,TBD,kali,"`System and network discovery techniques normally occur throughout an operation as an adversary learns the environment. Data and events should not be viewed in isolation, but as part of a chain of behavior that could lead to other activities based on the information obtained.

Monitor processes and command-line arguments for actions that could be taken to gather system and network information. Remote access tools with built-in features may interact directly with the Windows API to gather information. Information may also be acquired through Windows system management tools such as [Windows Management Instrumentation](T1047) and [PowerShell](T1059.001).

For network infrastructure devices, collect AAA logging to monitor `show` commands being run by non-standard users from non-standard locations.
Monitor these data sources: Active Directory: Active Directory Object Access, Process: OS API Execution, Command: Command Execution, Network Traffic: Network Traffic Content, Process: Process Creation, Network Traffic: Network Traffic Flow, Windows Registry: Windows Registry Key Access, File: File Access, Process: Process Access",,,,,2025-03-23T16:22:26Z,1742746946,2025-03-23T16:23:00Z,1742746980,2025-03-23T16:23:00Z,1742746980,Internal,linux,Identify active user,whoami,https://attack.mitre.org/techniques/T1033,,,Internal,,sh,,201327,
hack,New adversary,Discovery,noobn,T1001.002,,Access Token Manipulation: Parent PID Spoofing,Completed,Detected,,TBD,TBD,TBD,agentagent.gogo.modputty.exetest.go,"Analyze network data for uncommon data flows (e.g., a client sending significantly more data than it receives from a server). Processes utilizing the network that do not normally have network communication or have never been seen before are suspicious. Analyze packet contents to detect communications that do not follow the expected protocol behavior for the port that is being used.(Citation: University of Birmingham C2)
Monitor these data sources: Network Traffic: Network Traffic Content",,,,,2025-03-23T16:22:30Z,1742746950,2025-03-23T16:23:00Z,1742746980,2025-03-23T16:23:00Z,1742746980,Internal,linux,noobn,ls,https://attack.mitre.org/techniques/T1001/002,,,Internal,,sh,,201329,
hack,New adversary,Discovery,noobn,T1001.002,,Access Token Manipulation: Parent PID Spoofing,Completed,Detected,,TBD,TBD,TBD,agentagent.gogo.modputty.exetest.go,"Analyze network data for uncommon data flows (e.g., a client sending significantly more data than it receives from a server). Processes utilizing the network that do not normally have network communication or have never been seen before are suspicious. Analyze packet contents to detect communications that do not follow the expected protocol behavior for the port that is being used.(Citation: University of Birmingham C2)
Monitor these data sources: Network Traffic: Network Traffic Content",,,,,2025-03-23T16:22:35Z,1742746955,2025-03-23T16:23:00Z,1742746980,2025-03-23T16:23:00Z,1742746980,Internal,linux,noobn,ls,https://attack.mitre.org/techniques/T1001/002,,,Internal,,sh,,201331,
hack,New adversary,Discovery,Find local users,T1087.001,,Account Discovery: Local Account,Completed,Detected,,TBD,TBD,TBD,rootdaemonbinsyssyncgamesmanlpmailnewsuucpproxywww-databackuplistircnobodysystemd-networkdhcpcdsystemd-timesyncmessagebustssstrongswantcpdumpsshddnsmasqavahinm-openvpnspeech-dispatcherusbmuxnm-openconnectpulselightdmsanedpolkitdrtkitcolordmysqlstunnel4geoclueDebian-snmpsslhcups-pk-helperredsocksiodinemiredostatdredispostgresmosquittoinetsimkali,"System and network discovery techniques normally occur throughout an operation as an adversary learns the environment. Data and events should not be viewed in isolation, but as part of a chain of behavior that could lead to other activities, such as Lateral Movement, based on the information obtained.

Monitor processes and command-line arguments for actions that could be taken to gather system and network information. Remote access tools with built-in features may interact directly with the Windows API to gather information. Information may also be acquired through Windows system management tools such as [Windows Management Instrumentation](T1047) and [PowerShell](T1059.001).

Monitor for processes that can be used to enumerate user accounts, such as `net.exe` and `net1.exe`, especially when executed in quick succession.(Citation: Elastic - Koadiac Detection with EQL)
Monitor these data sources: Process: OS API Execution, Group: Group Enumeration, Process: Process Creation, Command: Command Execution, File: File Access",,,,,2025-03-23T16:23:36Z,1742747016,2025-03-23T16:23:52Z,1742747032,2025-03-23T16:23:52Z,1742747032,Internal,linux,Find local users,cut -d: -f1 /etc/passwd | grep -v '_' | grep -v '#',https://attack.mitre.org/techniques/T1087/001,,,Internal,,sh,,201773,
hack,New adversary,Discovery,Find user processes,T1057,,Process Discovery,Completed,Detected,,TBD,TBD,TBD,kali      202162  0.0  0.0   2676  1696 pts/3    S+   12:24   0:00 sh -c ps aux | grep inetsimkali      202164  0.0  0.0   6520  2296 pts/3    S+   12:24   0:00 grep inetsim,"System and network discovery techniques normally occur throughout an operation as an adversary learns the environment. Data and events should not be viewed in isolation, but as part of a chain of behavior that could lead to other activities, such as Lateral Movement, based on the information obtained.

Normal, benign system and network events that look like process discovery may be uncommon, depending on the environment and how they are used. Monitor processes and command-line arguments for actions that could be taken to gather system and network information. Remote access tools with built-in features may interact directly with the Windows API to gather information. Information may also be acquired through Windows system management tools such as [Windows Management Instrumentation](T1047) and [PowerShell](T1059.001).

For network infrastructure devices, collect AAA logging to monitor for `show` commands being run by non-standard users from non-standard locations.
Monitor these data sources: Process: Process Creation, Process: OS API Execution, Command: Command Execution",,,,,2025-03-23T16:23:56Z,1742747036,2025-03-23T16:24:39Z,1742747079,2025-03-23T16:24:39Z,1742747079,Internal,linux,Find user processes,ps aux | grep inetsim,https://attack.mitre.org/techniques/T1057,,,Internal,,sh,,202162,
hack,New adversary,Discovery,Find user processes,T1057,,Process Discovery,Completed,Detected,,TBD,TBD,TBD,kali      202607  0.0  0.0   2676  1628 pts/3    S+   12:25   0:00 sh -c ps aux | grep mosquittokali      202609  0.0  0.0   6520  2296 pts/3    S+   12:25   0:00 grep mosquitto,"System and network discovery techniques normally occur throughout an operation as an adversary learns the environment. Data and events should not be viewed in isolation, but as part of a chain of behavior that could lead to other activities, such as Lateral Movement, based on the information obtained.

Normal, benign system and network events that look like process discovery may be uncommon, depending on the environment and how they are used. Monitor processes and command-line arguments for actions that could be taken to gather system and network information. Remote access tools with built-in features may interact directly with the Windows API to gather information. Information may also be acquired through Windows system management tools such as [Windows Management Instrumentation](T1047) and [PowerShell](T1059.001).

For network infrastructure devices, collect AAA logging to monitor for `show` commands being run by non-standard users from non-standard locations.
Monitor these data sources: Process: Process Creation, Process: OS API Execution, Command: Command Execution",,,,,2025-03-23T16:24:41Z,1742747081,2025-03-23T16:25:31Z,1742747131,2025-03-23T16:25:31Z,1742747131,Internal,linux,Find user processes,ps aux | grep mosquitto,https://attack.mitre.org/techniques/T1057,,,Internal,,sh,,202607,
hack,New adversary,Discovery,Find user processes,T1057,,Process Discovery,Completed,Detected,,TBD,TBD,TBD,kali      203006  0.0  0.0   2676  1628 pts/3    S+   12:26   0:00 sh -c ps aux | grep postgreskali      203008  0.0  0.0   6520  2280 pts/3    S+   12:26   0:00 grep postgres,"System and network discovery techniques normally occur throughout an operation as an adversary learns the environment. Data and events should not be viewed in isolation, but as part of a chain of behavior that could lead to other activities, such as Lateral Movement, based on the information obtained.

Normal, benign system and network events that look like process discovery may be uncommon, depending on the environment and how they are used. Monitor processes and command-line arguments for actions that could be taken to gather system and network information. Remote access tools with built-in features may interact directly with the Windows API to gather information. Information may also be acquired through Windows system management tools such as [Windows Management Instrumentation](T1047) and [PowerShell](T1059.001).

For network infrastructure devices, collect AAA logging to monitor for `show` commands being run by non-standard users from non-standard locations.
Monitor these data sources: Process: Process Creation, Process: OS API Execution, Command: Command Execution",,,,,2025-03-23T16:25:36Z,1742747136,2025-03-23T16:26:19Z,1742747179,2025-03-23T16:26:19Z,1742747179,Internal,linux,Find user processes,ps aux | grep postgres,https://attack.mitre.org/techniques/T1057,,,Internal,,sh,,203006,
hack,New adversary,Discovery,Find user processes,T1057,,Process Discovery,Completed,Detected,,TBD,TBD,TBD,kali      203445  0.0  0.0   2676  1560 pts/3    S+   12:57   0:00 sh -c ps aux | grep rediskali      203447  0.0  0.0   6520  2232 pts/3    S+   12:57   0:00 grep redis,"System and network discovery techniques normally occur throughout an operation as an adversary learns the environment. Data and events should not be viewed in isolation, but as part of a chain of behavior that could lead to other activities, such as Lateral Movement, based on the information obtained.

Normal, benign system and network events that look like process discovery may be uncommon, depending on the environment and how they are used. Monitor processes and command-line arguments for actions that could be taken to gather system and network information. Remote access tools with built-in features may interact directly with the Windows API to gather information. Information may also be acquired through Windows system management tools such as [Windows Management Instrumentation](T1047) and [PowerShell](T1059.001).

For network infrastructure devices, collect AAA logging to monitor for `show` commands being run by non-standard users from non-standard locations.
Monitor these data sources: Process: Process Creation, Process: OS API Execution, Command: Command Execution",,,,,2025-03-23T16:26:21Z,1742747181,2025-03-23T16:57:21Z,1742749041,2025-03-23T16:57:21Z,1742749041,Internal,linux,Find user processes,ps aux | grep redis,https://attack.mitre.org/techniques/T1057,,,Internal,,sh,,203445,
hack,New adversary,Discovery,Find user processes,T1057,,Process Discovery,Completed,Detected,,TBD,TBD,TBD,kali      203788  0.0  0.0   2676  1504 pts/3    S+   12:58   0:00 sh -c ps aux | grep statdkali      203790  0.0  0.0   6520  2156 pts/3    S+   12:58   0:00 grep statd,"System and network discovery techniques normally occur throughout an operation as an adversary learns the environment. Data and events should not be viewed in isolation, but as part of a chain of behavior that could lead to other activities, such as Lateral Movement, based on the information obtained.

Normal, benign system and network events that look like process discovery may be uncommon, depending on the environment and how they are used. Monitor processes and command-line arguments for actions that could be taken to gather system and network information. Remote access tools with built-in features may interact directly with the Windows API to gather information. Information may also be acquired through Windows system management tools such as [Windows Management Instrumentation](T1047) and [PowerShell](T1059.001).

For network infrastructure devices, collect AAA logging to monitor for `show` commands being run by non-standard users from non-standard locations.
Monitor these data sources: Process: Process Creation, Process: OS API Execution, Command: Command Execution",,,,,2025-03-23T16:57:24Z,1742749044,2025-03-23T16:58:03Z,1742749083,2025-03-23T16:58:03Z,1742749083,Internal,linux,Find user processes,ps aux | grep statd,https://attack.mitre.org/techniques/T1057,,,Internal,,sh,,203788,
hack,New adversary,Discovery,Find user processes,T1057,,Process Discovery,Completed,Not Detected,,TBD,TBD,TBD,,"System and network discovery techniques normally occur throughout an operation as an adversary learns the environment. Data and events should not be viewed in isolation, but as part of a chain of behavior that could lead to other activities, such as Lateral Movement, based on the information obtained.

Normal, benign system and network events that look like process discovery may be uncommon, depending on the environment and how they are used. Monitor processes and command-line arguments for actions that could be taken to gather system and network information. Remote access tools with built-in features may interact directly with the Windows API to gather information. Information may also be acquired through Windows system management tools such as [Windows Management Instrumentation](T1047) and [PowerShell](T1059.001).

For network infrastructure devices, collect AAA logging to monitor for `show` commands being run by non-standard users from non-standard locations.
Monitor these data sources: Process: Process Creation, Process: OS API Execution, Command: Command Execution",,,,,2025-03-23T16:58:04Z,1742749084,,,,,Internal,linux,Find user processes,ps aux | grep miredo,https://attack.mitre.org/techniques/T1057,,,Internal,,sh,,,
hack,New adversary,Discovery,noobn,T1001.002,,Access Token Manipulation: Parent PID Spoofing,Completed,Detected,,TBD,TBD,TBD,agentagent.gogo.modputty.exetest.go,"Analyze network data for uncommon data flows (e.g., a client sending significantly more data than it receives from a server). Processes utilizing the network that do not normally have network communication or have never been seen before are suspicious. Analyze packet contents to detect communications that do not follow the expected protocol behavior for the port that is being used.(Citation: University of Birmingham C2)
Monitor these data sources: Network Traffic: Network Traffic Content",,,,,2025-03-23T17:19:50Z,1742750390,2025-03-23T17:20:44Z,1742750444,2025-03-23T17:20:44Z,1742750444,Internal,linux,noobn,ls,https://attack.mitre.org/techniques/T1001/002,,,Internal,,sh,,215366,
hack,New adversary,Discovery,noobn,T1001.002,,Access Token Manipulation: Parent PID Spoofing,Completed,Detected,,TBD,TBD,TBD,agentagent.gogo.modputty.exetest.go,"Analyze network data for uncommon data flows (e.g., a client sending significantly more data than it receives from a server). Processes utilizing the network that do not normally have network communication or have never been seen before are suspicious. Analyze packet contents to detect communications that do not follow the expected protocol behavior for the port that is being used.(Citation: University of Birmingham C2)
Monitor these data sources: Network Traffic: Network Traffic Content",,,,,2025-03-23T17:20:24Z,1742750424,2025-03-23T17:20:44Z,1742750444,2025-03-23T17:20:44Z,1742750444,Internal,linux,noobn,ls,https://attack.mitre.org/techniques/T1001/002,,,Internal,,sh,,215368,
hack,New adversary,Discovery,noobn,T1001.002,,Access Token Manipulation: Parent PID Spoofing,Completed,Detected,,TBD,TBD,TBD,agentagent.gogo.modputty.exetest.go,"Analyze network data for uncommon data flows (e.g., a client sending significantly more data than it receives from a server). Processes utilizing the network that do not normally have network communication or have never been seen before are suspicious. Analyze packet contents to detect communications that do not follow the expected protocol behavior for the port that is being used.(Citation: University of Birmingham C2)
Monitor these data sources: Network Traffic: Network Traffic Content",,,,,2025-03-23T17:24:11Z,1742750651,2025-03-23T17:24:26Z,1742750666,2025-03-23T17:24:26Z,1742750666,Internal,linux,noobn,ls,https://attack.mitre.org/techniques/T1001/002,,,Internal,,sh,,217392,
hack,New adversary,Discovery,noobn,T1001.002,,Access Token Manipulation: Parent PID Spoofing,Completed,Detected,,TBD,TBD,TBD,agentagent.gogo.modputty.exetest.go,"Analyze network data for uncommon data flows (e.g., a client sending significantly more data than it receives from a server). Processes utilizing the network that do not normally have network communication or have never been seen before are suspicious. Analyze packet contents to detect communications that do not follow the expected protocol behavior for the port that is being used.(Citation: University of Birmingham C2)
Monitor these data sources: Network Traffic: Network Traffic Content",,,,,2025-03-23T17:46:30Z,1742751990,2025-03-23T17:46:40Z,1742752000,2025-03-23T17:46:40Z,1742752000,Internal,linux,noobn,ls,https://attack.mitre.org/techniques/T1001/002,,,Internal,,sh,,228787,
hack,New adversary,Discovery,noobn,T1001.002,,Access Token Manipulation: Parent PID Spoofing,Completed,Detected,,TBD,TBD,TBD,agentagent.gogo.modputty.exetest.go,"Analyze network data for uncommon data flows (e.g., a client sending significantly more data than it receives from a server). Processes utilizing the network that do not normally have network communication or have never been seen before are suspicious. Analyze packet contents to detect communications that do not follow the expected protocol behavior for the port that is being used.(Citation: University of Birmingham C2)
Monitor these data sources: Network Traffic: Network Traffic Content",,,,,2025-03-23T17:51:40Z,1742752300,2025-03-23T17:51:56Z,1742752316,2025-03-23T17:51:56Z,1742752316,Internal,linux,noobn,ls,https://attack.mitre.org/techniques/T1001/002,,,Internal,,sh,,231508,
hack,New adversary,Discovery,noobn,T1001.002,,Access Token Manipulation: Parent PID Spoofing,Completed,Detected,,TBD,TBD,TBD,agentagent.gogo.modputty.exetest.go,"Analyze network data for uncommon data flows (e.g., a client sending significantly more data than it receives from a server). Processes utilizing the network that do not normally have network communication or have never been seen before are suspicious. Analyze packet contents to detect communications that do not follow the expected protocol behavior for the port that is being used.(Citation: University of Birmingham C2)
Monitor these data sources: Network Traffic: Network Traffic Content",,,,,2025-03-23T17:54:38Z,1742752478,2025-03-23T17:55:14Z,1742752514,2025-03-23T17:55:14Z,1742752514,Internal,linux,noobn,ls,https://attack.mitre.org/techniques/T1001/002,,,Internal,,sh,,233227,
hack,New adversary,Discovery,noobn,T1001.002,,Access Token Manipulation: Parent PID Spoofing,Completed,Detected,,TBD,TBD,TBD,agentagent.gogo.modputty.exetest.go,"Analyze network data for uncommon data flows (e.g., a client sending significantly more data than it receives from a server). Processes utilizing the network that do not normally have network communication or have never been seen before are suspicious. Analyze packet contents to detect communications that do not follow the expected protocol behavior for the port that is being used.(Citation: University of Birmingham C2)
Monitor these data sources: Network Traffic: Network Traffic Content",,,,,2025-03-23T17:57:52Z,1742752672,2025-03-23T17:58:29Z,1742752709,2025-03-23T17:58:29Z,1742752709,Internal,linux,noobn,ls,https://attack.mitre.org/techniques/T1001/002,,,Internal,,sh,,234920,
hack,New adversary,Discovery,noobn,T1001.002,,Access Token Manipulation: Parent PID Spoofing,Completed,Detected,,TBD,TBD,TBD,agentagent.gogo.modputty.exetest.go,"Analyze network data for uncommon data flows (e.g., a client sending significantly more data than it receives from a server). Processes utilizing the network that do not normally have network communication or have never been seen before are suspicious. Analyze packet contents to detect communications that do not follow the expected protocol behavior for the port that is being used.(Citation: University of Birmingham C2)
Monitor these data sources: Network Traffic: Network Traffic Content",,,,,2025-03-23T18:00:29Z,1742752829,2025-03-23T18:00:47Z,1742752847,2025-03-23T18:00:47Z,1742752847,Internal,linux,noobn,ls,https://attack.mitre.org/techniques/T1001/002,,,Internal,,sh,,236154,
hack,New adversary,Discovery,noobn,T1001.002,,Access Token Manipulation: Parent PID Spoofing,Completed,Detected,,TBD,TBD,TBD,agentagent.gogo.modputty.exetest.go,"Analyze network data for uncommon data flows (e.g., a client sending significantly more data than it receives from a server). Processes utilizing the network that do not normally have network communication or have never been seen before are suspicious. Analyze packet contents to detect communications that do not follow the expected protocol behavior for the port that is being used.(Citation: University of Birmingham C2)
Monitor these data sources: Network Traffic: Network Traffic Content",,,,,2025-03-24T13:05:16Z,1742821516,2025-03-24T13:05:44Z,1742821544,2025-03-24T13:05:44Z,1742821544,Internal,linux,noobn,ls,https://attack.mitre.org/techniques/T1001/002,,,Internal,,sh,,257748,
hack,New adversary,Discovery,noobn,T1001.002,,Access Token Manipulation: Parent PID Spoofing,Completed,Detected,,TBD,TBD,TBD,agentagent.gogo.modputty.exetest.go,"Analyze network data for uncommon data flows (e.g., a client sending significantly more data than it receives from a server). Processes utilizing the network that do not normally have network communication or have never been seen before are suspicious. Analyze packet contents to detect communications that do not follow the expected protocol behavior for the port that is being used.(Citation: University of Birmingham C2)
Monitor these data sources: Network Traffic: Network Traffic Content",,,,,2025-03-25T15:05:54Z,1742915154,2025-03-25T15:05:57Z,1742915157,2025-03-25T15:05:57Z,1742915157,Internal,linux,noobn,ls,https://attack.mitre.org/techniques/T1001/002,,,Internal,,sh,,311806,
hack,New adversary,Discovery,noobn,T1001.002,,Access Token Manipulation: Parent PID Spoofing,Completed,Detected,,TBD,TBD,TBD,agentagent.gogo.modputty.exetest.go,"Analyze network data for uncommon data flows (e.g., a client sending significantly more data than it receives from a server). Processes utilizing the network that do not normally have network communication or have never been seen before are suspicious. Analyze packet contents to detect communications that do not follow the expected protocol behavior for the port that is being used.(Citation: University of Birmingham C2)
Monitor these data sources: Network Traffic: Network Traffic Content",,,,,2025-03-25T15:06:17Z,1742915177,2025-03-25T15:06:55Z,1742915215,2025-03-25T15:06:55Z,1742915215,Internal,linux,noobn,ls,https://attack.mitre.org/techniques/T1001/002,,,Internal,,sh,,312317,
hack,New adversary,Discovery,noobn,T1001.002,,Access Token Manipulation: Parent PID Spoofing,Completed,Detected,,TBD,TBD,TBD,agentagent.gogo.modputty.exetest.go,"Analyze network data for uncommon data flows (e.g., a client sending significantly more data than it receives from a server). Processes utilizing the network that do not normally have network communication or have never been seen before are suspicious. Analyze packet contents to detect communications that do not follow the expected protocol behavior for the port that is being used.(Citation: University of Birmingham C2)
Monitor these data sources: Network Traffic: Network Traffic Content",,,,,2025-03-25T15:07:29Z,1742915249,2025-03-25T15:08:02Z,1742915282,2025-03-25T15:08:02Z,1742915282,Internal,linux,noobn,ls,https://attack.mitre.org/techniques/T1001/002,,,Internal,,sh,,312884,
hack,New adversary,Discovery,noobn,T1001.002,,Access Token Manipulation: Parent PID Spoofing,Completed,Detected,,TBD,TBD,TBD,dropperdropper.goenc.pygo.modgo.sumputty.exeshell.elfshell.encsplunkdsyscalls_linux_amd64.stest,"Analyze network data for uncommon data flows (e.g., a client sending significantly more data than it receives from a server). Processes utilizing the network that do not normally have network communication or have never been seen before are suspicious. Analyze packet contents to detect communications that do not follow the expected protocol behavior for the port that is being used.(Citation: University of Birmingham C2)
Monitor these data sources: Network Traffic: Network Traffic Content",,,,,2025-03-28T15:51:41Z,1743177101,2025-03-28T15:52:03Z,1743177123,2025-03-28T15:52:03Z,1743177123,Internal,linux,noobn,ls,https://attack.mitre.org/techniques/T1001/002,,,Internal,,sh,,467740,
hack,New adversary,Discovery,Collect ARP details,T1018,,Remote System Discovery,Completed,Detected,,TBD,TBD,TBD,? (192.168.19.2) at 00:50:56:fd:70:24 [ether] on eth0? (172.17.0.2) at 02:42:ac:11:00:02 [ether] on docker0,"System and network discovery techniques normally occur throughout an operation as an adversary learns the environment. Data and events should not be viewed in isolation, but as part of a chain of behavior that could lead to other activities, such as Lateral Movement, based on the information obtained.

Normal, benign system and network events related to legitimate remote system discovery may be uncommon, depending on the environment and how they are used. Monitor processes and command-line arguments for actions that could be taken to gather system and network information. Remote access tools with built-in features may interact directly with the Windows API to gather information. Information may also be acquired through Windows system management tools such as [Windows Management Instrumentation](T1047) and [PowerShell](T1059.001).

Monitor for processes that can be used to discover remote systems, such as `ping.exe` and `tracert.exe`, especially when executed in quick succession.(Citation: Elastic - Koadiac Detection with EQL)
Monitor these data sources: Command: Command Execution, File: File Access, Network Traffic: Network Connection Creation, Process: Process Creation",kali,kali,,,2025-04-10T15:15:51Z,1744298151,2025-04-10T15:16:02Z,1744298162,2025-04-10T15:16:04Z,1744298164,Internal,linux,Collect ARP details,arp -a,https://attack.mitre.org/techniques/T1018,,,Internal,,sh,,851671,
hack,New adversary,Credential Access,Access /etc/shadow (Local),T1003.008,,"OS Credential Dumping: /etc/passwd, /etc/master.passwd and /etc/shadow",Completed,Detected,,TBD,TBD,TBD,"Timeout reached, process killed","The AuditD monitoring tool, which ships stock in many Linux distributions, can be used to watch for hostile processes attempting to access `/etc/passwd` and `/etc/shadow`, alerting on the pid, process name, and arguments of such programs.
Monitor these data sources: File: File Access, Command: Command Execution",kali,kali,,,2025-04-10T15:16:33Z,1744298193,2025-04-10T15:16:35Z,1744298195,2025-04-10T15:17:35Z,1744298255,Internal,linux,Access /etc/shadow (Local),sudo cat /etc/shadow > /tmp/T1003.008.txt; cat /tmp/T1003.008.txt,https://attack.mitre.org/techniques/T1003/008,,,Internal,,sh,,851955,
hack,New adversary,auto-generated,Manual Command,auto-generated,,auto-generated,Completed,Detected,,TBD,TBD,TBD,appCITATION.cffconfCONTRIBUTING.mddatadocker-compose.ymlDockerfileLICENSEnewnohup.outpackage.jsonpackage-lock.jsonpluginsREADME.mdrequirements-dev.txtrequirements.txtsandcat.go-linuxSECURITY.mdserver.pyshell.encsonar-project.propertiessplunkdstatictemplatesteststox.ini,,kali,kali,,,2025-04-10T15:16:45Z,1744298205,2025-04-10T15:17:04Z,1744298224,2025-04-10T15:17:04Z,1744298224,Internal,linux,Manual Command,ls,,,,Internal,,proc,,852206,
hack,New adversary,Discovery,Scan WIFI networks,T1016,,System Network Configuration Discovery,Completed,Not Detected,,TBD,TBD,TBD,,"System and network discovery techniques normally occur throughout an operation as an adversary learns the environment. Data and events should not be viewed in isolation, but as part of a chain of behavior that could lead to other activities, such as Lateral Movement, based on the information obtained.

Monitor processes and command-line arguments for actions that could be taken to gather system and network information. Remote access tools with built-in features may interact directly with the Windows API to gather information. Further, {{LinkById|T1059.008} commands may also be used to gather system and network information with built-in features native to the network device platform.  Monitor CLI activity for unexpected or unauthorized use  commands being run by non-standard users from non-standard locations.  Information may also be acquired through Windows system management tools such as [Windows Management Instrumentation](T1047) and [PowerShell](T1059.001).
Monitor these data sources: Command: Command Execution, Script: Script Execution, Process: Process Creation, Process: OS API Execution",kali,kali,,,2025-04-10T15:18:48Z,1744298328,2025-04-10T15:19:09Z,1744298349,2025-04-10T15:19:09Z,1744298349,Internal,linux,Scan WIFI networks,./obfuscated_payload.sh scan,https://attack.mitre.org/techniques/T1016,,,Internal,,sh,,853270,
hack,New adversary,Discovery,System Network Configuration Discovery,T1016,,System Network Configuration Discovery,Completed,Not Detected,,TBD,TBD,TBD,,"System and network discovery techniques normally occur throughout an operation as an adversary learns the environment. Data and events should not be viewed in isolation, but as part of a chain of behavior that could lead to other activities, such as Lateral Movement, based on the information obtained.

Monitor processes and command-line arguments for actions that could be taken to gather system and network information. Remote access tools with built-in features may interact directly with the Windows API to gather information. Further, {{LinkById|T1059.008} commands may also be used to gather system and network information with built-in features native to the network device platform.  Monitor CLI activity for unexpected or unauthorized use  commands being run by non-standard users from non-standard locations.  Information may also be acquired through Windows system management tools such as [Windows Management Instrumentation](T1047) and [PowerShell](T1059.001).
Monitor these data sources: Command: Command Execution, Script: Script Execution, Process: Process Creation, Process: OS API Execution",kali,kali,,,2025-04-10T15:19:03Z,1744298343,2025-04-10T15:19:09Z,1744298349,2025-04-10T15:19:09Z,1744298349,Internal,linux,System Network Configuration Discovery,"if [ -x ""$(command -v arp)"" ]; then : ; else (which yum && yum -y install net-tools)||(which apt-get && DEBIAN_FRONTEND=noninteractive apt-get install -y net-tools); fi;  ;  if [ ""$(uname)"" = 'FreeBSD' ]; then cmd=""netstat -Sp tcp""; else cmd=""netstat -ant""; fi; if [ -x ""$(command -v arp)"" ]; then arp -a; else echo ""arp is missing from the machine. skipping...""; fi; if [ -x ""$(command -v ifconfig)"" ]; then ifconfig; else echo ""ifconfig is missing from the machine. skipping...""; fi; if [ -x ""$(command -v ip)"" ]; then ip addr; else echo ""ip is missing from the machine. skipping...""; fi; if [ -x ""$(command -v netstat)"" ]; then $cmd | awk '{print $NF}' | grep -v '[[:lower:]]' | sort | uniq -c; else echo ""netstat is missing from the machine. skipping...""; fi;",https://attack.mitre.org/techniques/T1016,,,Internal,,sh,,853269,
hack,New adversary,Collection,Find files,T1005,,Data from Local System,Completed,Detected,,TBD,TBD,TBD,/home/kali/Desktop/Caldera/caldera/plugins/training/data/certifications/9cd5f3a0-765d-45bc-85c2-bc76d4282599.yml/home/kali/Desktop/Caldera/caldera/plugins/training/data/certifications/8da8f0b3-194a-4eed-95b0-43c1f1b64091.yml/home/kali/Desktop/Caldera/caldera/plugins/training/data/adversaries/08619190-9eb5-4f35-97e1-0dafe04e0203.yml/home/kali/Desktop/Caldera/caldera/plugins/training/data/adversaries/890508db-9646-4a2d-8d1a-4ea25b3ce02a.yml/home/kali/Desktop/Caldera/caldera/plugins/training/data/adversaries/72c0b333-f6fe-4fa0-a342-4215e8de3947.yml,"Monitor processes and command-line arguments for actions that could be taken to collect files from a system. Remote access tools with built-in features may interact directly with the Windows API to gather data. Further, [Network Device CLI](T1059.008) commands may also be used to collect files such as configuration files with built-in features native to the network device platform.(Citation: Mandiant APT41 Global Intrusion )(Citation: US-CERT-TA18-106A) Monitor CLI activity for unexpected or unauthorized use commands being run by non-standard users from non-standard locations. Data may also be acquired through Windows system management tools such as [Windows Management Instrumentation](T1047) and [PowerShell](T1059.001).

For network infrastructure devices, collect AAA logging to monitor `show` commands that view configuration files. 
Monitor these data sources: Process: OS API Execution, Script: Script Execution, Command: Command Execution, Process: Process Creation, File: File Access",kali,kali,,,2025-04-10T15:19:24Z,1744298364,2025-04-10T15:20:02Z,1744298402,2025-04-10T15:20:02Z,1744298402,Internal,linux,Find files,find / -name '*.yml' -type f -not -path '*/\.*' -size -500k 2>/dev/null | head -5,https://attack.mitre.org/techniques/T1005,,,Internal,,sh,,853717,
hack,New adversary,Impact,Modify SSH Authorized Keys,T1098.004,,SSH Authorized Keys,Completed,Not Detected,,TBD,TBD,TBD,,"Use file integrity monitoring to detect changes made to the `authorized_keys` file for each user on a system. Monitor for suspicious processes modifying the `authorized_keys` file. In cloud environments, monitor instances for modification of metadata and configurations.

Monitor for changes to and suspicious processes modifiying `/etc/ssh/sshd_config`.

For network infrastructure devices, collect AAA logging to monitor for rogue SSH keys being added to accounts.
Monitor these data sources: Command: Command Execution, Process: Process Creation, File: File Modification",kali,kali,,,2025-04-10T15:19:56Z,1744298396,2025-04-10T15:20:02Z,1744298402,2025-04-10T15:20:02Z,1744298402,Internal,linux,Modify SSH Authorized Keys,"if [ -f ~/.ssh/authorized_keys ]; then ssh_authorized_keys=$(cat ~/.ssh/authorized_keys); echo ""$ssh_authorized_keys"" > ~/.ssh/authorized_keys; fi;",https://attack.mitre.org/techniques/T1098/004,,,Internal,,sh,,853718,
